,Code5,Level1,Level2,Level3,Level4,Level5,Drug,ATC_5,ATC_4,ATC_3,ATC_2,ATC_1,covid
1825,J01CE06,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase sensitive penicillins,penamecillin,penamecillin,J01CE,J01C,J01,J0,J,Yes
1826,J01CE07,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase sensitive penicillins,clometocillin,clometocillin,J01CE,J01C,J01,J0,J,Yes
1827,J01CE08,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase sensitive penicillins,benzathine benzylpenicillin,benzathine benzylpenicillin,J01CE,J01C,J01,J0,J,Yes
1828,J01CE09,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase sensitive penicillins,procaine benzylpenicillin,procaine benzylpenicillin,J01CE,J01C,J01,J0,J,Yes
1829,J01CE10,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase sensitive penicillins,benzathine phenoxymethylpenicillin,benzathine phenoxymethylpenicillin,J01CE,J01C,J01,J0,J,Yes
1830,J01CF01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase resistant penicillins,dicloxacillin,dicloxacillin,J01CF,J01C,J01,J0,J,Yes
1831,J01CF02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase resistant penicillins,cloxacillin,cloxacillin,J01CF,J01C,J01,J0,J,Yes
1832,J01CF03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase resistant penicillins,meticillin,meticillin,J01CF,J01C,J01,J0,J,Yes
1833,J01CF04,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase resistant penicillins,oxacillin,oxacillin,J01CF,J01C,J01,J0,J,Yes
1834,J01CF05,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase resistant penicillins,flucloxacillin,flucloxacillin,J01CF,J01C,J01,J0,J,Yes
1835,J01CF06,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase resistant penicillins,nafcillin,nafcillin,J01CF,J01C,J01,J0,J,Yes
1836,J01CG01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase inhibitors,sulbactam,sulbactam,J01CG,J01C,J01,J0,J,Yes
1837,J01CG02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase inhibitors,tazobactam,tazobactam,J01CG,J01C,J01,J0,J,Yes
1838,J01CR01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Combinations of penicillins, incl. beta-lactamase inhibitors",ampicillin and enzyme inhibitor,ampicillin and enzyme inhibitor,J01CR,J01C,J01,J0,J,No
1839,J01CR02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Combinations of penicillins, incl. beta-lactamase inhibitors",amoxicillin and enzyme inhibitor,amoxicillin and enzyme inhibitor,J01CR,J01C,J01,J0,J,No
1840,J01CR03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Combinations of penicillins, incl. beta-lactamase inhibitors",ticarcillin and enzyme inhibitor,ticarcillin and enzyme inhibitor,J01CR,J01C,J01,J0,J,No
1841,J01CR04,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Combinations of penicillins, incl. beta-lactamase inhibitors",sultamicillin,sultamicillin,J01CR,J01C,J01,J0,J,No
1842,J01CR05,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Combinations of penicillins, incl. beta-lactamase inhibitors",piperacillin and enzyme inhibitor,piperacillin and enzyme inhibitor,J01CR,J01C,J01,J0,J,No
1843,J01CR50,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Combinations of penicillins, incl. beta-lactamase inhibitors",combinations of penicillins,combinations of penicillins,J01CR,J01C,J01,J0,J,No
1844,J01DB01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,First-generation cephalosporins,cefalexin,cefalexin,J01DB,J01D,J01,J0,J,Yes
1845,J01DB02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,First-generation cephalosporins,cefaloridine,cefaloridine,J01DB,J01D,J01,J0,J,Yes
1846,J01DB03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,First-generation cephalosporins,cefalotin,cefalotin,J01DB,J01D,J01,J0,J,Yes
1847,J01DB04,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,First-generation cephalosporins,cefazolin,cefazolin,J01DB,J01D,J01,J0,J,Yes
1848,J01DB05,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,First-generation cephalosporins,cefadroxil,cefadroxil,J01DB,J01D,J01,J0,J,Yes
1849,J01DB06,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,First-generation cephalosporins,cefazedone,cefazedone,J01DB,J01D,J01,J0,J,Yes
1850,J01DB07,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,First-generation cephalosporins,cefatrizine,cefatrizine,J01DB,J01D,J01,J0,J,Yes
1851,J01DB08,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,First-generation cephalosporins,cefapirin,cefapirin,J01DB,J01D,J01,J0,J,Yes
1852,J01DB09,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,First-generation cephalosporins,cefradine,cefradine,J01DB,J01D,J01,J0,J,Yes
1853,J01DB10,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,First-generation cephalosporins,cefacetrile,cefacetrile,J01DB,J01D,J01,J0,J,Yes
1854,J01DB11,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,First-generation cephalosporins,cefroxadine,cefroxadine,J01DB,J01D,J01,J0,J,Yes
1855,J01DB12,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,First-generation cephalosporins,ceftezole,ceftezole,J01DB,J01D,J01,J0,J,Yes
1856,J01DC01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,cefoxitin,cefoxitin,J01DC,J01D,J01,J0,J,Yes
1857,J01DC02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,cefuroxime,cefuroxime,J01DC,J01D,J01,J0,J,Yes
1858,J01DC03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,cefamandole,cefamandole,J01DC,J01D,J01,J0,J,Yes
1859,J01DC04,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,cefaclor,cefaclor,J01DC,J01D,J01,J0,J,Yes
1860,J01DC05,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,cefotetan,cefotetan,J01DC,J01D,J01,J0,J,Yes
1861,J01DC06,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,cefonicid,cefonicid,J01DC,J01D,J01,J0,J,Yes
1862,J01DC07,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,cefotiam,cefotiam,J01DC,J01D,J01,J0,J,Yes
1863,J01DC08,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,loracarbef,loracarbef,J01DC,J01D,J01,J0,J,Yes
1864,J01DC09,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,cefmetazole,cefmetazole,J01DC,J01D,J01,J0,J,Yes
1865,J01DC10,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,cefprozil,cefprozil,J01DC,J01D,J01,J0,J,Yes
1866,J01DC11,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,ceforanide,ceforanide,J01DC,J01D,J01,J0,J,Yes
1867,J01DC12,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,cefminox,cefminox,J01DC,J01D,J01,J0,J,Yes
1868,J01DC13,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,cefbuperazone,cefbuperazone,J01DC,J01D,J01,J0,J,Yes
1869,J01DC14,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Second-generation cephalosporins,flomoxef,flomoxef,J01DC,J01D,J01,J0,J,Yes
1870,J01DD01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,cefotaxime,cefotaxime,J01DD,J01D,J01,J0,J,Yes
1871,J01DD02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,ceftazidime,ceftazidime,J01DD,J01D,J01,J0,J,Yes
1872,J01DD03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,cefsulodin,cefsulodin,J01DD,J01D,J01,J0,J,Yes
1873,J01DD04,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,ceftriaxone,ceftriaxone,J01DD,J01D,J01,J0,J,Yes
1874,J01DD05,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,cefmenoxime,cefmenoxime,J01DD,J01D,J01,J0,J,Yes
1875,J01DD06,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,latamoxef,latamoxef,J01DD,J01D,J01,J0,J,Yes
1876,J01DD07,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,ceftizoxime,ceftizoxime,J01DD,J01D,J01,J0,J,Yes
1877,J01DD08,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,cefixime,cefixime,J01DD,J01D,J01,J0,J,Yes
1878,J01DD09,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,cefodizime,cefodizime,J01DD,J01D,J01,J0,J,Yes
1879,J01DD10,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,cefetamet,cefetamet,J01DD,J01D,J01,J0,J,Yes
1880,J01DD11,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,cefpiramide,cefpiramide,J01DD,J01D,J01,J0,J,Yes
1881,J01DD12,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,cefoperazone,cefoperazone,J01DD,J01D,J01,J0,J,Yes
1882,J01DD13,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,cefpodoxime,cefpodoxime,J01DD,J01D,J01,J0,J,Yes
1883,J01DD14,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,ceftibuten,ceftibuten,J01DD,J01D,J01,J0,J,Yes
1884,J01DD15,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,cefdinir,cefdinir,J01DD,J01D,J01,J0,J,Yes
1885,J01DD16,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,cefditoren,cefditoren,J01DD,J01D,J01,J0,J,Yes
1886,J01DD17,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,cefcapene,cefcapene,J01DD,J01D,J01,J0,J,Yes
1887,J01DD54,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,"ceftriaxone, combinations","ceftriaxone, combinations",J01DD,J01D,J01,J0,J,No
1888,J01DD62,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Third-generation cephalosporins,"cefoperazone, combinations","cefoperazone, combinations",J01DD,J01D,J01,J0,J,No
1889,J01DE01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Fourth-generation cephalosporins,cefepime,cefepime,J01DE,J01D,J01,J0,J,Yes
1890,J01DE02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Fourth-generation cephalosporins,cefpirome,cefpirome,J01DE,J01D,J01,J0,J,Yes
1891,J01DE03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Fourth-generation cephalosporins,cefozopran,cefozopran,J01DE,J01D,J01,J0,J,Yes
1892,J01DF01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Monobactams,aztreonam,aztreonam,J01DF,J01D,J01,J0,J,Yes
1893,J01DF02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Monobactams,carumonam,carumonam,J01DF,J01D,J01,J0,J,Yes
1894,J01DH02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Carbapenems,meropenem,meropenem,J01DH,J01D,J01,J0,J,Yes
1895,J01DH03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Carbapenems,ertapenem,ertapenem,J01DH,J01D,J01,J0,J,Yes
1896,J01DH04,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Carbapenems,doripenem,doripenem,J01DH,J01D,J01,J0,J,Yes
1897,J01DH05,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Carbapenems,biapenem,biapenem,J01DH,J01D,J01,J0,J,Yes
1898,J01DH51,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Carbapenems,imipenem and enzyme inhibitor,imipenem and enzyme inhibitor,J01DH,J01D,J01,J0,J,No
1899,J01DH55,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Carbapenems,panipenem and betamipron,panipenem and betamipron,J01DH,J01D,J01,J0,J,No
1900,J01DI01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Other cephalosporins and penems,ceftobiprole medocaril,ceftobiprole medocaril,J01DI,J01D,J01,J0,J,Yes
1901,J01DI02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Other cephalosporins and penems,ceftaroline fosamil,ceftaroline fosamil,J01DI,J01D,J01,J0,J,Yes
1902,J01DI03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Other cephalosporins and penems,faropenem,faropenem,J01DI,J01D,J01,J0,J,Yes
1903,J01EA01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Trimethoprim and derivatives,trimethoprim,trimethoprim,J01EA,J01E,J01,J0,J,Yes
1904,J01EA02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Trimethoprim and derivatives,brodimoprim,brodimoprim,J01EA,J01E,J01,J0,J,Yes
1905,J01EA03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Trimethoprim and derivatives,iclaprim,iclaprim,J01EA,J01E,J01,J0,J,Yes
1906,J01EB01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Short-acting sulfonamides,sulfaisodimidine,sulfaisodimidine,J01EB,J01E,J01,J0,J,Yes
1907,J01EB03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Short-acting sulfonamides,sulfadimidine,sulfadimidine,J01EB,J01E,J01,J0,J,Yes
1908,J01EB04,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Short-acting sulfonamides,sulfapyridine,sulfapyridine,J01EB,J01E,J01,J0,J,Yes
1909,J01EB05,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Short-acting sulfonamides,sulfafurazole,sulfafurazole,J01EB,J01E,J01,J0,J,Yes
1910,J01EB08,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Short-acting sulfonamides,sulfathiourea,sulfathiourea,J01EB,J01E,J01,J0,J,Yes
1911,J01EC01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Intermediate-acting sulfonamides,sulfamethoxazole,sulfamethoxazole,J01EC,J01E,J01,J0,J,Yes
1912,J01EC02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Intermediate-acting sulfonamides,sulfadiazine,sulfadiazine,J01EC,J01E,J01,J0,J,Yes
1913,J01EC03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Intermediate-acting sulfonamides,sulfamoxole,sulfamoxole,J01EC,J01E,J01,J0,J,Yes
1914,J01ED01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Long-acting sulfonamides,sulfadimethoxine,sulfadimethoxine,J01ED,J01E,J01,J0,J,Yes
1915,J01ED02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Long-acting sulfonamides,sulfalene,sulfalene,J01ED,J01E,J01,J0,J,Yes
1916,J01ED03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Long-acting sulfonamides,sulfametomidine,sulfametomidine,J01ED,J01E,J01,J0,J,Yes
1917,J01ED04,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Long-acting sulfonamides,sulfametoxydiazine,sulfametoxydiazine,J01ED,J01E,J01,J0,J,Yes
1918,J01ED05,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Long-acting sulfonamides,sulfamethoxypyridazine,sulfamethoxypyridazine,J01ED,J01E,J01,J0,J,Yes
1919,J01ED06,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Long-acting sulfonamides,sulfaperin,sulfaperin,J01ED,J01E,J01,J0,J,Yes
1920,J01ED08,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Long-acting sulfonamides,sulfaphenazole,sulfaphenazole,J01ED,J01E,J01,J0,J,Yes
1921,J01ED09,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Long-acting sulfonamides,sulfamazone,sulfamazone,J01ED,J01E,J01,J0,J,Yes
1922,J01EE01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,"Combinations of sulfonamides and trimethoprim, incl. derivatives",sulfamethoxazole and trimethoprim,sulfamethoxazole and trimethoprim,J01EE,J01E,J01,J0,J,No
1923,J01EE02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,"Combinations of sulfonamides and trimethoprim, incl. derivatives",sulfadiazine and trimethoprim,sulfadiazine and trimethoprim,J01EE,J01E,J01,J0,J,No
1924,J01EE03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,"Combinations of sulfonamides and trimethoprim, incl. derivatives",sulfametrole and trimethoprim,sulfametrole and trimethoprim,J01EE,J01E,J01,J0,J,No
1925,J01EE04,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,"Combinations of sulfonamides and trimethoprim, incl. derivatives",sulfamoxole and trimethoprim,sulfamoxole and trimethoprim,J01EE,J01E,J01,J0,J,No
1926,J01EE05,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,"Combinations of sulfonamides and trimethoprim, incl. derivatives",sulfadimidine and trimethoprim,sulfadimidine and trimethoprim,J01EE,J01E,J01,J0,J,No
